"Stockid","Invoiceid","Description","Quantity","InvoiceDate","Price","CustomerID","Country","productid","customername","SpendingScore","AnnualIncomek","gender","age","customertype","productname","Category","SubCategory","Sales","name","rating","location","noofemployees"
536375,"21871","SAVETHEPLANETMUG",6,1212010932,106,17850,"UnitedKingdom",1,"DAVID",96,1400,"Male",32,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"LaVogueDepartmentStore",5,"UnitedKingdom",7000
536375,"21071","VINTAGEBILLBOARDDRINKMEMUG",6,1212010932,106,17850,"UnitedKingdom",1,"DAVID",96,1400,"Male",32,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"LaVogueDepartmentStore",5,"UnitedKingdom",7000
536375,"21068","VINTAGEBILLBOARDLOVEHATEMUG",6,1212010932,106,17850,"UnitedKingdom",1,"DAVID",96,1400,"Male",32,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"LaVogueDepartmentStore",5,"UnitedKingdom",7000
536375,"85123A","WHITEHANGINGHEARTT-LIGHTHOLDER",6,1212010932,255,17850,"UnitedKingdom",2,"DAVID",96,1400,"Male",32,"citizen","CiscoSPA501GIPPhone","Technology","Phones",6196,"LaVogueDepartmentStore",5,"UnitedKingdom",7000
536375,"71053","WHITEMETALLANTERN",6,1212010932,339,17850,"UnitedKingdom",2,"DAVID",96,1400,"Male",32,"citizen","CiscoSPA501GIPPhone","Technology","Phones",6196,"LaVogueDepartmentStore",5,"UnitedKingdom",7000
536375,"84406B","CREAMCUPIDHEARTSCOATHANGER",8,1212010932,275,17850,"UnitedKingdom",2,"DAVID",96,1400,"Male",32,"citizen","CiscoSPA501GIPPhone","Technology","Phones",6196,"LaVogueDepartmentStore",5,"UnitedKingdom",7000
536375,"20679","EDWARDIANPARASOLRED",6,1212010932,495,17850,"UnitedKingdom",2,"DAVID",96,1400,"Male",32,"citizen","CiscoSPA501GIPPhone","Technology","Phones",6196,"LaVogueDepartmentStore",5,"UnitedKingdom",7000
536375,"82483","WOOD2DRAWERCABINETWHITEFINISH",2,1212010932,495,17850,"UnitedKingdom",3,"DAVID",96,1400,"Male",32,"citizen","Newell22","OfficeSupplies","Art",193,"LaVogueDepartmentStore",5,"UnitedKingdom",7000
536375,"82486","WOODS3CABINETANTWHITEFINISH",4,1212010932,695,17850,"UnitedKingdom",3,"DAVID",96,1400,"Male",32,"citizen","Newell22","OfficeSupplies","Art",193,"LaVogueDepartmentStore",5,"UnitedKingdom",7000
536375,"82482","WOODENPICTUREFRAMEWHITEFINISH",6,1212010932,21,17850,"UnitedKingdom",3,"DAVID",96,1400,"Male",32,"citizen","Newell22","OfficeSupplies","Art",193,"LaVogueDepartmentStore",5,"UnitedKingdom",7000
536375,"82494L","WOODENFRAMEANTIQUEWHITE",6,1212010932,255,17850,"UnitedKingdom",3,"DAVID",96,1400,"Male",32,"citizen","Newell22","OfficeSupplies","Art",193,"LaVogueDepartmentStore",5,"UnitedKingdom",7000
536375,"84029G","KNITTEDUNIONFLAGHOTWATERBOTTLE",6,1212010932,339,17850,"UnitedKingdom",3,"DAVID",96,1400,"Male",32,"citizen","Newell22","OfficeSupplies","Art",193,"LaVogueDepartmentStore",5,"UnitedKingdom",7000
536375,"84029E","REDWOOLLYHOTTIEWHITEHEART",6,1212010932,339,17850,"UnitedKingdom",3,"DAVID",96,1400,"Male",32,"citizen","Newell22","OfficeSupplies","Art",193,"LaVogueDepartmentStore",5,"UnitedKingdom",7000
536375,"22752","SET7BABUSHKANESTINGBOXES",2,1212010932,765,17850,"UnitedKingdom",3,"DAVID",96,1400,"Male",32,"citizen","Newell22","OfficeSupplies","Art",193,"LaVogueDepartmentStore",5,"UnitedKingdom",7000
536375,"21730","GLASSSTARFROSTEDT-LIGHTHOLDER",6,1212010932,425,17850,"UnitedKingdom",3,"DAVID",96,1400,"Male",32,"citizen","Newell22","OfficeSupplies","Art",193,"LaVogueDepartmentStore",5,"UnitedKingdom",7000
536376,"22114","HOTWATERBOTTLETEAANDSYMPATHY",48,1212010932,345,15291,"UnitedKingdom",3,"RACHEL",96,9000,"Male",28,"foriegn","Newell22","OfficeSupplies","Art",193,"KrausDepartmentStore",5,"UnitedKingdom",7000
536376,"21733","REDHANGINGHEARTT-LIGHTHOLDER",64,1212010932,255,15291,"UnitedKingdom",3,"RACHEL",96,9000,"Male",28,"foriegn","Newell22","OfficeSupplies","Art",193,"KrausDepartmentStore",5,"UnitedKingdom",7000
536377,"22632","HANDWARMERREDPOLKADOT",6,1212010934,185,17850,"UnitedKingdom",3,"DAVID",96,1400,"Male",32,"citizen","Newell22","OfficeSupplies","Art",193,"LeaderDepartmentStore",5,"UnitedKingdom",2000
536377,"22633","HANDWARMERUNIONJACK",6,1212010934,185,17850,"UnitedKingdom",3,"DAVID",96,1400,"Male",32,"citizen","Newell22","OfficeSupplies","Art",193,"LeaderDepartmentStore",5,"UnitedKingdom",2000
536378,"85099C","JUMBOBAGBAROQUEBLACKWHITE",10,1212010937,195,14688,"UnitedKingdom",1,"ROMARIO",30,1000,"Male",29,"foriegn","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"Murphy",5,"UnitedKingdom",10000
536378,"21033","JUMBOBAGCHARLIEANDLOLATOYS",10,1212010937,295,14688,"UnitedKingdom",1,"ROMARIO",30,1000,"Male",29,"foriegn","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"Murphy",5,"UnitedKingdom",10000
536378,"20723","STRAWBERRYCHARLOTTEBAG",10,1212010937,85,14688,"UnitedKingdom",1,"ROMARIO",30,1000,"Male",29,"foriegn","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"Murphy",5,"UnitedKingdom",10000
536378,"84997B","RED3PIECERETROSPOTCUTLERYSET",12,1212010937,375,14688,"UnitedKingdom",1,"ROMARIO",30,1000,"Male",29,"foriegn","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"Murphy",5,"UnitedKingdom",10000
536378,"84997C","BLUE3PIECEPOLKADOTCUTLERYSET",6,1212010937,375,14688,"UnitedKingdom",1,"ROMARIO",30,1000,"Male",29,"foriegn","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"Murphy",5,"UnitedKingdom",10000
536378,"21094","SET6REDSPOTTYPAPERPLATES",12,1212010937,85,14688,"UnitedKingdom",1,"ROMARIO",30,1000,"Male",29,"foriegn","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"Murphy",5,"UnitedKingdom",10000
536378,"20725","LUNCHBAGREDRETROSPOT",10,1212010937,165,14688,"UnitedKingdom",1,"ROMARIO",30,1000,"Male",29,"foriegn","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"Murphy",5,"UnitedKingdom",10000
536378,"21559","STRAWBERRYLUNCHBOXWITHCUTLERY",6,1212010937,255,14688,"UnitedKingdom",1,"ROMARIO",30,1000,"Male",29,"foriegn","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"Murphy",5,"UnitedKingdom",10000
536378,"22352","LUNCHBOXWITHCUTLERYRETROSPOT",6,1212010937,255,14688,"UnitedKingdom",1,"ROMARIO",30,1000,"Male",29,"foriegn","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"Murphy",5,"UnitedKingdom",10000
536378,"21212","PACKOF72RETROSPOTCAKECASES",120,1212010937,42,14688,"UnitedKingdom",1,"ROMARIO",30,1000,"Male",29,"foriegn","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"Murphy",5,"UnitedKingdom",10000
536378,"21975","PACKOF60DINOSAURCAKECASES",24,1212010937,55,14688,"UnitedKingdom",1,"ROMARIO",30,1000,"Male",29,"foriegn","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"Murphy",5,"UnitedKingdom",10000
536378,"21977","PACKOF60PINKPAISLEYCAKECASES",24,1212010937,55,14688,"UnitedKingdom",1,"ROMARIO",30,1000,"Male",29,"foriegn","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"Murphy",5,"UnitedKingdom",10000
536378,"84991","60TEATIMEFAIRYCAKECASES",24,1212010937,55,14688,"UnitedKingdom",1,"ROMARIO",30,1000,"Male",29,"foriegn","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"Murphy",5,"UnitedKingdom",10000
536378,"22386","JUMBOBAGPINKPOLKADOT",10,1212010937,195,14688,"UnitedKingdom",2,"ROMARIO",30,1000,"Male",29,"foriegn","CiscoSPA501GIPPhone","Technology","Phones",6196,"Murphy",5,"UnitedKingdom",10000
536378,"84519A","TOMATOCHARLIE+LOLACOASTERSET",6,1212010937,295,14688,"UnitedKingdom",2,"ROMARIO",30,1000,"Male",29,"foriegn","CiscoSPA501GIPPhone","Technology","Phones",6196,"Murphy",5,"UnitedKingdom",10000
536378,"85183B","CHARLIE&LOLAWASTEPAPERBINFLORA",48,1212010937,125,14688,"UnitedKingdom",2,"ROMARIO",30,1000,"Male",29,"foriegn","CiscoSPA501GIPPhone","Technology","Phones",6196,"Murphy",5,"UnitedKingdom",10000
536378,"85071B","REDCHARLIE+LOLAPERSONALDOORSIGN",96,1212010937,38,14688,"UnitedKingdom",2,"ROMARIO",30,1000,"Male",29,"foriegn","CiscoSPA501GIPPhone","Technology","Phones",6196,"Murphy",5,"UnitedKingdom",10000
536378,"21931","JUMBOSTORAGEBAGSUKI",10,1212010937,195,14688,"UnitedKingdom",2,"ROMARIO",30,1000,"Male",29,"foriegn","CiscoSPA501GIPPhone","Technology","Phones",6196,"Murphy",5,"UnitedKingdom",10000
536378,"21929","JUMBOBAGPINKVINTAGEPAISLEY",10,1212010937,195,14688,"UnitedKingdom",2,"ROMARIO",30,1000,"Male",29,"foriegn","CiscoSPA501GIPPhone","Technology","Phones",6196,"Murphy",5,"UnitedKingdom",10000
536381,"22941","CHRISTMASLIGHTS10REINDEER",6,2147483647,85,12431,"Australia",1,"ROSE",88,5000,"Female",30,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"21622","VINTAGEUNIONJACKCUSHIONCOVER",8,2147483647,495,12431,"Australia",1,"ROSE",88,5000,"Female",30,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"21791","VINTAGEHEADSANDTAILSCARDGAME",12,2147483647,125,12431,"Australia",1,"ROSE",88,5000,"Female",30,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"35004C","SETOF3COLOUREDFLYINGDUCKS",6,2147483647,545,12431,"Australia",1,"ROSE",88,5000,"Female",30,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"35004G","SETOF3GOLDFLYINGDUCKS",4,2147483647,635,12431,"Australia",1,"ROSE",88,5000,"Female",30,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"85014B","REDRETROSPOTUMBRELLA",6,2147483647,595,12431,"Australia",1,"ROSE",88,5000,"Female",30,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"85014A","BLACKBLUEPOLKADOTUMBRELLA",3,2147483647,595,12431,"Australia",1,"ROSE",88,5000,"Female",30,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"22193","REDDINERWALLCLOCK",2,2147483647,85,12431,"Australia",1,"ROSE",88,5000,"Female",30,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"22726","ALARMCLOCKBAKELIKEGREEN",4,2147483647,375,12431,"Australia",1,"ROSE",88,5000,"Female",30,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"FlemingtonDepartmentStore",3,"Australia",8000
